0.000000000000000000e+00,0.000000000000000000e+00
2.518310770392417908e-02,2.518044598400592804e-02
5.036621540784835815e-02,5.034492537379264832e-02
7.554931938648223877e-02,7.547747343778610229e-02
1.007324308156967163e-01,1.005621626973152161e-01
1.259155422449111938e-01,1.255830824375152588e-01
1.510986387729644775e-01,1.505243480205535889e-01
1.762817502021789551e-01,1.753701716661453247e-01
2.014648616313934326e-01,2.001047730445861816e-01
2.266479730606079102e-01,2.247124910354614258e-01
2.518310844898223877e-01,2.491777092218399048e-01
2.770141959190368652e-01,2.734848856925964355e-01
3.021972775459289551e-01,2.976186275482177734e-01
3.273803889751434326e-01,3.215636610984802246e-01
3.525635004043579102e-01,3.453047573566436768e-01
3.777466118335723877e-01,3.688268959522247314e-01
4.029297232627868652e-01,3.921151161193847656e-01
4.281128346920013428e-01,4.151546955108642578e-01
4.532959461212158203e-01,4.379310011863708496e-01
4.784790277481079102e-01,4.604295492172241211e-01
5.036621689796447754e-01,4.826361835002899170e-01
5.288452506065368652e-01,5.045366883277893066e-01
5.540283918380737305e-01,5.261172652244567871e-01
5.792114734649658203e-01,5.473641753196716309e-01
6.043945550918579102e-01,5.682640075683593750e-01
6.295776963233947754e-01,5.888034701347351074e-01
6.547607779502868652e-01,6.089695096015930176e-01
6.799439191818237305e-01,6.287494301795959473e-01
7.051270008087158203e-01,6.481305360794067383e-01
7.303101420402526855e-01,6.671007275581359863e-01
7.554932236671447754e-01,6.856477856636047363e-01
7.806763052940368652e-01,7.037600278854370117e-01
8.058594465255737305e-01,7.214260697364807129e-01
8.310425281524658203e-01,7.386345267295837402e-01
8.562256693840026855e-01,7.553746700286865234e-01
8.814087510108947754e-01,7.716357111930847168e-01
9.065918922424316406e-01,7.874074578285217285e-01
9.317749738693237305e-01,8.026798367500305176e-01
9.569580554962158203e-01,8.174431920051574707e-01
9.821411967277526855e-01,8.316881656646728516e-01
1.007324337959289551e+00,8.454057574272155762e-01
1.032507419586181641e+00,8.585871458053588867e-01
1.057690501213073730e+00,8.712241053581237793e-01
1.082873582839965820e+00,8.833085894584655762e-01
1.108056783676147461e+00,8.948329091072082520e-01
1.133239865303039551e+00,9.057897329330444336e-01
1.158422946929931641e+00,9.161722064018249512e-01
1.183606028556823730e+00,9.259735941886901855e-01
1.208789110183715820e+00,9.351878762245178223e-01
1.233972311019897461e+00,9.438090324401855469e-01
1.259155392646789551e+00,9.518316984176635742e-01
1.284338474273681641e+00,9.592507481575012207e-01
1.309521555900573730e+00,9.660614728927612305e-01
1.334704637527465820e+00,9.722595810890197754e-01
1.359887838363647461e+00,9.778411388397216797e-01
1.385070919990539551e+00,9.828025698661804199e-01
1.410254001617431641e+00,9.871407151222229004e-01
1.435437083244323730e+00,9.908528923988342285e-01
1.460620284080505371e+00,9.939367771148681641e-01
1.485803365707397461e+00,9.963902831077575684e-01
1.510986447334289551e+00,9.982119202613830566e-01
1.536169528961181641e+00,9.994005560874938965e-01
1.561352610588073730e+00,9.999554157257080078e-01
1.586535811424255371e+00,9.998761415481567383e-01
1.611718893051147461e+00,9.991627931594848633e-01
1.636901974678039551e+00,9.978157877922058105e-01
1.662085056304931641e+00,9.958360791206359863e-01
1.687268257141113281e+00,9.932247996330261230e-01
1.712451338768005371e+00,9.899836778640747070e-01
